filename,KF_Freq_AW,KF_Freq_AW_Log,KF_Ncats_AW,TL_Freq_AW_Log,Brown_Freq_AW,Brown_Freq_AW_Log,KF_Freq_CW,KF_Freq_CW_Log,TL_Freq_CW,TL_Freq_CW_Log,Brown_Freq_CW,Brown_Freq_CW_Log,MRC_Concreteness_AW,MRC_Meaningfulness_AW,MRC_Concreteness_CW,Kuperman_AoA_AW,Brysbaert_Concreteness_Combined_AW,Brysbaert_Concreteness_Combined_CW,SUBTLEXus_Freq_AW,SUBTLEXus_Range_AW,SUBTLEXus_Range_AW_Log,SUBTLEXus_Freq_CW,SUBTLEXus_Freq_FW,BNC_Spoken_Bigram_Normed_Freq,BNC_Spoken_Bigram_Normed_Freq_Log,BNC_Written_Bigram_Freq_Normed,BNC_Written_Bigram_Freq_Normed_Log,BNC_Spoken_Bigram_Proportion,BNC_Spoken_Trigram_Proportion,BNC_Written_Trigram_Proportion,COCA_Academic_Range_AW,COCA_Academic_Range_Log_AW,COCA_Academic_Range_CW,COCA_Academic_Frequency_CW,COCA_Academic_Range_Log_FW,COCA_fiction_Range_AW,COCA_fiction_Range_CW,COCA_fiction_Range_Log_FW,COCA_news_Range_Log_AW,COCA_academic_bi_prop_10k,COCA_Fiction_Bigram_Frequency,COCA_Fiction_Bigram_Range,COCA_fiction_bi_MI,COCA_fiction_bi_MI2,COCA_fiction_bi_DP,COCA_fiction_bi_prop_10k,COCA_Magazine_Bigram_Range,COCA_Magazine_Bigram_Frequency_Log,COCA_spoken_Bigram_Range,COCA_spoken_bi_MI2,COCA_academic_tri_prop_60k,COCA_fiction_tri_DP,COCA_fiction_tri_2_DP,COCA_fiction_tri_prop_10k,COCA_magazine_tri_DP,eat_types,eat_tokens,USF,McD_CD,Sem_D,eat_types_CW,eat_tokens_CW,USF_CW,Sem_D_CW,USF_FW,McD_CD_FW,All_AWL_Normed,All_AFL_Normed,Spoken_AFL_Normed,Ortho_N,Phono_N,OG_N,OG_N_H,Freq_N,Freq_N_P,OLD,OLDF,PLD,PLDF,Freq_HAL_CW,Phono_N_CW,OG_N_CW,OG_N_H_CW,Freq_N_P_CW,OLDF_CW,PLDF_CW,BG_Mean,LD_Mean_RT,LD_Mean_RT_SD,LD_Mean_Accuracy,WN_Mean_RT,WN_Mean_Accuracy,BG_Mean_CW,LD_Mean_RT_SD_CW,WN_Mean_RT_CW,WN_SD_CW,lsa_average_top_three_cosine,lsa_average_all_cosine,aoe_index_above_threshold_40,content_poly,poly_noun,poly_verb,poly_adj,poly_adv,hyper_noun_S1_P1,hyper_noun_Sav_P1,hyper_verb_S1_P1,hyper_verb_noun_s1_p1
17834.txt,0.164156934069095,0.42839016851425,0.767917632359834,0.384598953222479,0.301074364861483,0.372022184980528,0.420156107577891,0.506456935201744,0.327508921581435,0.473669882787731,0.434660106453091,0.505486103867596,0.501796198892846,0.662687395893011,0.500991635764936,0.561768189330216,0.596418174201874,0.54376383964447,0.305538627215507,0.379783753935961,0.647080715293699,0.357042508294764,0.445633342222242,0.099367282781584,0.265569878398056,0.038555749417388,0.175662650457569,0.583103244355736,0.272727272728,0.227272727272,0.41025897567754,0.644663427628947,0.492300029183925,0.35910655998434,0.666125082651246,0.52196456371067,0.592012460503921,0.472544988530485,0.533787575309582,0.343618983731931,0.096895079439677,0.12921956470286,0.616847254639963,0.263693063397473,0.542019321246048,0.26584981442941,0.046862234951315,0.077781005526757,0.076245871207942,0.168831530396703,0.0227272727272,0.283008325767938,0.34564753139549,0.063131313131389,0.149947829861601,0.456848152500856,0.712492382694123,0.510228424882448,0.549107135129828,0.686390090727506,0.583337209844296,0.761719905352637,0.365586690017069,0.668928352371173,0.307554960384443,0.635961343377749,0,0,0,0.246508667490351,0.254810796848315,0.141171895255557,0.261296139075409,0.384576162047732,0.324794940968639,0.772997620392763,0.215211867731668,0.578641395808924,0.317430087029945,0.45424163488043,0.216453674117987,0.308974358974331,0.379440747608502,0.498923267642768,0.290556782616035,0.322787371032512,0.419505472346467,0.420039827201288,0.541795658243589,0.82823751622335,0.32265482148852,0.846317829458585,0.441633351562049,0.483205287272098,0.356639636793727,0.271778980744379,0.482497634816579,0.365261219446899,0.143361581920871,0.497356142306582,0.301976284584727,0.296642583933702,0,0.358974358974615,0.168478260869136,0.260905526511441,0.314941602900168,0.374843815077551
17836.txt,0.323542863931265,0.446126839004757,0.580765845062746,0.406340872441896,0.599295825635341,0.369715535580541,0.343249104126707,0.302597791687636,0.310070485432682,0.319010420895232,0.308270870776456,0.294533995562066,0.60489247825379,0.572840050815028,0.56631025264981,0.447930791304244,0.580037696688312,0.729320346142309,0.590493275151848,0.332222641952658,0.631226090956887,0.262640354486533,0.687561772179661,0.293134605065184,0.355374697079407,0.141000763081182,0.428014135068771,0.414788361336742,0.217391304348,0.260869565218,0.357856399609425,0.511794690526265,0.304228265961982,0.207905308306973,0.760343454953288,0.551784503140228,0.430643073832465,0.750306943899775,0.499996276555002,0.359653346171834,0.226232349662522,0.321122825233806,0.661213621794524,0.403888791744171,0.2699642982233,0.295577287987063,0.238062937192021,0.276714231120924,0.271441601923046,0.405615781662091,0.217391304348,0.370918679813803,0.71083546772058,0.211352657004722,0.49382223057101,0.306324110672918,0.662040884162459,0.258990874932904,0.63696105657417,0.473961365341877,0.318981386106541,0.702750665482463,0.227342381786324,0.437548842292083,0.346185852982358,0.668595893368895,0.258358662614122,0,0,0.42996742671019,0.427750195977528,0.58151191933258,0.445818821002498,0.486544529093743,0.349238712190359,0.367263427788492,0.477618893776681,0.354285433465078,0.424428495254926,0.200391392802042,0.419424920126683,0.596102564102548,0.270953292114401,0.391231884056396,0.406131141918692,0.400540164569972,0.441513595106251,0.694361659774993,0.695190347942835,0.334789281076141,0.457086977441179,0.609883720921609,0.433669302322179,0.53835157475883,0.359097747972214,0.373526870219971,0.740066225164583,0.642768745636594,0.043886198547125,0.500220811828565,0.171428571428364,0.469322477462983,0.269841269841429,0.230769230769231,0.490433673470003,0.477128793961874,0.386607880959392,0.531849103277551
17837.txt,0.36021433964433,0.411683221995756,0.491691154101608,0.401817038038352,0.541458148880854,0.27664570895052,0.343921709286287,0.321174199426935,0.29877168792885,0.339005396929536,0.293016151728306,0.261134187468705,0.771552891911989,0.682366005815332,0.705576565365377,0.436920616208048,0.627616171459875,0.713824020866679,0.563370357452572,0.378099476205295,0.566736604419114,0.287581341447247,0.674450112524813,0.346036573304997,0.389932162460603,0.153405603235485,0.298426989463557,0.465577737446142,0.342105263158,0.328947368422,0.368878562032498,0.554918886274004,0.337070630273547,0.273386470055944,0.683660628322915,0.528390522282938,0.405728195989596,0.723456574812885,0.478740026242193,0.354989757095926,0.30747872842131,0.408572024526093,0.533583209489066,0.48465545793698,0.379915695162585,0.463933989886344,0.20727898407401,0.252791974550193,0.319301230951005,0.314408744801158,0.1842105263158,0.201227853841194,0.335227372114054,0.347222222222222,0.245281000679018,0.436846952708247,0.796284401402045,0.304121818232958,0.474983856404449,0.472049251751021,0.537407927984166,0.85101029955179,0.329201446539635,0.434769017789445,0.400455471653463,0.539422459369918,0.157699443413515,0.142857142857143,0.164772727272871,0.363329816030234,0.313578097797753,0.32723534187581,0.355346766056464,0.340909553571695,0.340832426240615,0.502629404197761,0.375699729198333,0.534480047187091,0.384439244030161,0.244956816988125,0.343084799257527,0.402594995366232,0.271735573251815,0.34279238704333,0.292566548240222,0.30175637070947,0.417268223941079,0.472141695278092,0.518028680501532,0.544047233319798,0.664766385508674,0.607033096930834,0.449397228356199,0.287540007916205,0.699264211564531,0.607021657184762,0.688560283044121,0.550479955373772,0.2552151238589,0.58230082772827,0.289562289562182,0.482116894444199,0.265306122449048,0.336538461538462,0.347883597883268,0.397869216351584,0.442063929458253,0.455259026687755
17838.txt,0.452663944441263,0.454556293197467,0.722660482114992,0.47872700807856,0.420528922037574,0.336664972466406,0.253916392988129,0.348121416844626,0.192928408921004,0.366243797151204,0.246878261381384,0.358602302298633,0.431583073611853,0.540448676460413,0.538733627449077,0.575553461316436,0.494761054287167,0.607058727636013,0.470957867246115,0.515428883154125,0.766874774140232,0.239055370579718,0.533932440484206,0.369704465381897,0.307942292417778,0.474864939001159,0.247242698568354,0.712370470111775,0.435185185186,0.398148148148,0.438933790951504,0.703915360927448,0.359169514079596,0.24171595677997,0.644038659612935,0.599006541386933,0.513271024068847,0.545656362653448,0.628588088638811,0.406699222779124,0.364640194464788,0.332125164379732,0.588579345024517,0.398896534945119,0.504583532965796,0.516650332589078,0.304702036918211,0.248180659281535,0.300526087733198,0.35950647745813,0.314814814814,0.652312079910994,0.58086937900315,0.450102880658333,0.573520280289211,0.766933666813025,0.74112339197897,0.352776286754697,0.426682129430053,0.64159180349269,0.875964993673318,0.739258689240427,0.301955633391805,0.54287330400069,0.428502936594729,0.523799322491137,0.055701179554337,0.302752293578103,0.349197247706867,0.372161306602057,0.408134198449438,0.416057750009147,0.389267631558463,0.399586654895179,0.423823040273726,0.483825803198158,0.437659756912938,0.535132178360114,0.480329300363032,0.209880179240906,0.336014101574446,0.469938107869004,0.385130380285865,0.344902272502273,0.362215796008833,0.333740817874835,0.471873305812034,0.414228752604592,0.490409967798996,0.561855055878173,0.595064361636865,0.601447574336802,0.591848447688754,0.476949490023394,0.718004732248245,0.750207503048369,0.600044646178013,0.522601650128412,0.365572033898429,0.649915991006859,0.651428571425454,0.39283673080663,0.297619047619048,0.307692307692308,0.249744897959018,0.323871115951448,0.432884997289668,0.35549703752449
17839.txt,0.320886194942719,0.388445508423541,0.568344092313928,0.428553083663578,0.353598263587981,0.262428096881965,0.302713312877233,0.323090293345222,0.198778014393156,0.320045749934165,0.224056470054497,0.321203894492272,0.452365277441043,0.527973348141388,0.527420884711986,0.635926235913263,0.522252416235069,0.58003492982796,0.537198307473188,0.539898794035381,0.751761601456984,0.338937961448432,0.61236511281061,0.360546266474001,0.363634929172613,0.37733996410408,0.413124109006758,0.718373865697724,0.456375838926,0.362416107382,0.432399183017828,0.66689361660673,0.414573066700002,0.306765464437865,0.544947099370329,0.574540287011411,0.47886851127802,0.599509968443623,0.529006113215645,0.387462686567462,0.281735250442615,0.336791651440759,0.805716116754172,0.505251268781634,0.442683532796095,0.497918552035839,0.36161106914661,0.282832423457227,0.356117842462658,0.484381754430582,0.295302013422,0.225287339778667,0.409994915527451,0.391498881430556,0.305928836510786,0.322275859876218,0.579771727852343,0.276729975954911,0.359522634315196,0.552712944497448,0.231396054689128,0.451269074457049,0.199465388514676,0.495970357260913,0.470925983923911,0.419094185068473,0.160832544938657,0.582781456956083,0.504139072848648,0.385589051876484,0.576954980769663,0.38642747809108,0.175081106301305,0.215351187146939,0.294869477064882,0.673969027271702,0.304236872997831,0.627193047864015,0.350748839096466,0.3095439032776,0.323872501668991,0.472629695885619,0.29967092105738,0.386604427062768,0.31493534335959,0.246794963422523,0.51465771298826,0.308264430466766,0.206329192128064,0.560351582456853,0.52775874349015,0.713422818779186,0.621274509132398,0.316882289152445,0.589935135163692,0.649475428995814,0.613878491216406,0.665781760049395,0.817537184364345,0.38039067807447,0.156363636363636,0.384846093131492,0.111111111110952,0.321678321678462,0.339732142857379,0.31460173044357,0.252879581153456,0.330241187383673
17840.txt,0.237747386563213,0.224469036632716,0.317620254382928,0.464518313207527,0.238910304666566,0.143904658068993,0.206774661124023,0.189120871381217,0.221713896612435,0.419128770646026,0.19907091242585,0.290974833449896,0.70741101345822,0.723615635568361,0.61625851513278,0.441157553112372,0.630414763482098,0.70681346013733,0.205486945390055,0.401813719739292,0.690623758922571,0.153280686375391,0.342432861478771,0.109023047691797,0.08468200126382,0.104096192757936,0.212849147001808,0.281558089767824,0.1137724550898,0.1616766467066,0.160853383321964,0.484524063729543,0.253946535413473,0.132252990615083,0.483967005244823,0.528398524145973,0.513536206311981,0.497716575297288,0.450703897179727,0.190732902650065,0.141344420732229,0.206947801699244,0.743410664197281,0.431511289352853,0.290467155483672,0.410765178631763,0.076045951178155,0.087260884832074,0.038217880495096,0.228248948980228,0.065868263473,0.315433407641047,0.37262798927035,0.174650698602778,0.215073393378199,0.343425266696442,0.578365654608832,0.288349501852925,0.527481610672096,0.22614139103313,0.273873873868687,0.696287094547061,0.319723520450662,0.218495420245914,0.299130073335533,0.52286103964143,0,0.065476190476466,0.075520833333717,0.415331455233646,0.39796538111236,0.425315823342049,0.082584187556309,0.020279947989423,0.212854567591951,0.469743884493464,0.262189355730839,0.431989630430134,0.269998963209412,0.112807017002136,0.286843843146237,0.472768944277517,0.156219671395393,0.307303853704211,0.312950652026334,0.24763168799883,0.459847862622028,0.459354702752396,0.555710802937594,0.851145561807108,0.531059602906378,0.659966216233769,0.355678398287487,0.442402581673518,0.514891938698735,0.291569770927874,0.685735180596443,0.667380203590297,0.170292272788049,0.375079198081862,0.169059011164364,0.310371354638674,0.193877551020476,0.293956043956154,0.496710526316608,0.597266080329892,0.413844522501479,0.535714285714286
17841.txt,0.388709352786781,0.502734535125315,0.58984480129742,0.5062962333193,0.450897354624795,0.332280134535817,0.397968639361615,0.374323259770353,0.234593806659912,0.373269082149044,0.329469958279425,0.320840725741817,0.640792057751947,0.543009678872968,0.581409880971652,0.528404667362751,0.464418218414266,0.572745857942723,0.468583362610081,0.472274914158478,0.587576046901829,0.355673916622165,0.543721495339812,0.349064684010277,0.426368417169773,0.267057879793388,0.432026668912477,0.684350132626281,0.535714285714,0.54761904762,0.450459208062611,0.666875493176311,0.428282650601431,0.462218807254842,0.59994683408583,0.547280955999396,0.395622625468339,0.721871586281722,0.506916930811111,0.540227854808432,0.312771244159143,0.482896879642416,0.786327682181492,0.679278748708493,0.406865297800511,0.620498540790604,0.43950999912926,0.485806387276806,0.42885069450322,0.540376217039601,0.404761904762,0.222071531440154,0.363168007131125,0.512566137566667,0.244306197055096,0.339306698001962,0.664533820841802,0.213058352573269,0.482476517313855,0.582007624745692,0.421043066041748,0.744402715584939,0.25047903574641,0.53197863829317,0.440510184657204,0.558393812145692,0,0.129411764705979,0.149264705882595,0.519189916447961,0.547072370719101,0.639393514842774,0.344159896168647,0.412874383358311,0.490829083126378,0.324262846377226,0.464853643443393,0.325670905850332,0.462323627556236,0.506531717233076,0.385729499467832,0.559999999999982,0.276909264757947,0.520856718801555,0.359590747659888,0.412701284005866,0.435550587982702,0.443176139168479,0.442951547318642,0.613506393360407,0.331519453115209,0.755485232087374,0.502409667908371,0.316581888199427,0.43343479766812,0.547466082376818,0.584105960264127,0.489459275830085,0.307203389830613,0.467485773409386,0.246464646464727,0.354172724627624,0.142857142857143,0.350961538461538,0.420965608466546,0.432869604187206,0.475337558556726,0.505494505493877
17842.txt,0.403680552131408,0.559223237084509,0.766336759300299,0.528516919338436,0.528116402862435,0.431391600816466,0.470799261582821,0.465531641191885,0.344665403597816,0.443540697279635,0.334485381664461,0.407735820727482,0.476908993127017,0.593859892657118,0.468311632318209,0.406708729200693,0.596455226815806,0.59052315550869,0.585143886080742,0.581402227945859,0.684587500332448,0.37177651295074,0.631492196112055,0.169838129109176,0.314446546838877,0.10213796348364,0.279566049482651,0.628529945553049,0.354838709678,0.274193548388,0.623613863590055,0.771659685256677,0.482155837770196,0.458283726030653,0.793875100651334,0.668466999267293,0.575518216969792,0.691547255184649,0.68846120987686,0.437373134328065,0.131094924057769,0.261898276011443,0.488595686087695,0.353798925722994,0.13818963968755,0.526805429864381,0.205464026290745,0.344241278528147,0.252247834522133,0.422289577959289,0.1612903225806,0.094757512784544,0.238523148951917,0.156810035842222,0.11309938546348,0.490795142966211,0.708653260207831,0.295794725588835,0.474029383011593,0.75426176514499,0.429129645991628,0.668995859213112,0.276926444833119,0.652042657086605,0.353398058252885,0.506032260665859,0.192743764172074,0.174603174603175,0.201388888889065,0.315960912052229,0.248093900483146,0.370580469029602,0.623692244320564,0.642282006521164,0.421794822841689,0.510576158738331,0.483813944702259,0.444298300477432,0.496827149391109,0.486238322108102,0.373068663908063,0.508953341740595,0.593034527950904,0.478796316126671,0.516372337149704,0.520262830760763,0.324062412659604,0.368955604271148,0.368532267213433,0.535895576507617,0.562748522050189,0.609672619034939,0.364737823138694,0.216683194678085,0.54960339938401,0.548874012574833,0.553383944435029,0.440025685323511,0.322563559322143,0.645501975761391,0.492121212121455,0.613761928680663,0.171428571428571,0.230769230769231,0.150000000000304,0.221768548681449,0.292836744406849,0.29233314947551
17843.txt,0.304145482661855,0.591504872748092,0.814582617672309,0.546825586802152,0.56795792327484,0.526361765787443,0.485842883720896,0.564081574335509,0.360618009787589,0.548312611201409,0.368300728549289,0.519541090171739,0.597154173039431,0.674582128703983,0.449219394275893,0.519783602738761,0.459937902563101,0.394631539066192,0.648398481114874,0.68103441702947,0.813226765632423,0.396914279737854,0.686863563252227,0.313268688295267,0.425966076427483,0.190483015196574,0.369123005478444,0.754990925589066,0.511235955056,0.483146067416,0.506595179182789,0.754020310462232,0.522571364721266,0.375303224794472,0.460015868686923,0.694041099328667,0.675393688203206,0.496071012791861,0.671865307236069,0.537689702745956,0.268209765490841,0.425973506975669,0.697878478029238,0.600869144969643,0.375651797096033,0.654663675424154,0.259187190638225,0.355454858717704,0.331985350763035,0.506617446179074,0.275280898876,0.119372186549202,0.288782953084029,0.499375780275,0.125927779186817,0.45765367430403,0.766109957755954,0.233494363929146,0.573232380986265,0.666050130370649,0.483105510023064,0.730716708515377,0.225099087473538,0.670342075287105,0.338532901834451,0.62197002781267,0.067837190742183,0.122905027933173,0.141759776536681,0.387336095450426,0.569659738359551,0.478707391709382,0.538844638974472,0.569324555199744,0.575933209091266,0.565558417065248,0.484413811306524,0.438933734573335,0.49108239985032,0.389278150885828,0.555225924235569,0.52857142857157,0.487989830671418,0.69061213908167,0.466020439515123,0.534109861762913,0.359710125526995,0.386098070583442,0.455232863556001,0.69277117096447,0.572291855722519,0.697592067974554,0.37511622867953,0.418674217986831,0.57799894112067,0.453049560982387,0.432226404305388,0.451051808870529,0.251164090147712,0.382984226922437,0.242424242424,0.292175253759116,0.289377289377143,0.374581939799231,0.22267316017376,0.285773652192637,0.536984049675716,0.430988184746939
17844.txt,0.353348342595463,0.597731917397165,0.762606503226287,0.521648480205005,0.551976839013193,0.59030148259305,0.630092646691342,0.570972433618667,0.30994484553777,0.494436409671554,0.547007981655131,0.607723555143245,0.549540614024294,0.599457628209605,0.484223136523466,0.641850899901011,0.455048199460499,0.39014882147757,0.606960856479413,0.548373952319259,0.692322947824175,0.503454271206718,0.690104634769083,0.689459727774378,0.58672438426373,0.434843796693143,0.530333817637282,0.624657362787684,0.488372093024,0.46511627907,0.642140920669122,0.742508968207422,0.654784999308219,0.722573244707917,0.620279675727316,0.626515995191078,0.581587106725883,0.713726051750009,0.620245235575328,0.589294904786319,0.344102629021418,0.480416901335328,0.728645301545968,0.566200403262897,0.302768182951401,0.543454517085993,0.580001401704644,0.543399765305136,0.600669708223697,0.607886568447586,0.441860465116,0.090083711961593,0.283088133911174,0.355297157622222,0.131332662365308,0.683464050502165,0.81637685472418,0.375410758939345,0.48916172943196,0.60971336400626,0.68873397617222,0.870072252504375,0.32995491299235,0.630616920089409,0.47808178876049,0.633451102410416,0,0,0,0.427284920483481,0.48711169861236,0.538404835617322,0.606604602715165,0.828389800367141,0.460597924261608,0.433379550619428,0.573671297221397,0.407372690798562,0.495625246550064,0.742239596454504,0.39572762011897,0.532126696832494,0.533435147812298,0.506244630353967,0.515549677144862,0.500196827088475,0.480082171937169,0.436034107059088,0.406703958049888,0.679719603573606,0.602524463479718,0.642956349205001,0.617242815721294,0.287079413205125,0.538524144307491,0.640865443509919,0.532450331125123,0.619712654350009,0.573446327682991,0.411936905569206,0.316883116882909,0.329281767955801,0.227513227513333,0.173076923076923,0.143494897959056,0.152448835616614,0.407015706806062,0.277341705912245
