filename,lexical_density_types,lexical_density_tokens,simple_ttr_aw,simple_ttr_cw,root_ttr_fw,mattr50_cw,hdd42_aw,hdd42_cw,hdd42_fw,mtld_original_aw,mtld_original_cw,mtld_ma_bi_aw,mtld_ma_bi_cw,mtld_ma_bi_fw
17834.txt,0.569230769120316,0.817462832409522,0.492182614295734,0.444256757451436,0.778561148028844,0.444256757451436,0.88993414493567,0,0,0.351165263104203,0.067420585220459,0.360830876347633,0.096555677947485,0.781619843307608
17836.txt,0.583742497841985,0.59350578580607,0.367575322393141,0.510416667278646,0.570253680873678,0.510416667278646,0.821328462082984,0,0.769801577787607,0.341804095516319,0.099182868430335,0.332153363531766,0.110968624470063,0.575895979190028
17837.txt,0.796581197127329,0.711385423944705,0.327306839091783,0.573588709262853,0.564021869637277,0.581971153385757,0.872397007725487,0.827114872972479,0.745997906837718,0.408562857858065,0.192783169100529,0.401344524274462,0.200674729253793,0.522868264609125
17838.txt,0.735042734291037,0.621657166863403,0.282720714133572,0.533455882210386,0.761214799550162,0.620572917251107,0.91133912210193,0.822666087336888,0.868352333873648,0.442433003087259,0.176591719118166,0.406656341733834,0.192404364091799,0.581912399580925
17839.txt,0.554177005270302,0.480021990643692,0.177982861345177,0.337622549415594,0.566170053242407,0.324375000168906,0.805265619195429,0.617296208205383,0.777108903296035,0.279677060464581,0.080806125537919,0.278345871250751,0.104385739934216,0.606333185256276
17840.txt,0.743589743267587,0.717221728714598,0.254449571851922,0.419331395801417,0.939973203712467,0.530734375117316,0.905885136051682,0.78965361515937,0.903109693124565,0.394882705015855,0.127829596895944,0.336140638850032,0.174791995727067,0.560643112107779
17841.txt,0.629059828366426,0.423818691685681,0.244356915465617,0.57632211616842,0.618277225605424,0.57895833294901,0.856398225302102,0.78778921774184,0.813865360812801,0.390703306537766,0.163656267089947,0.330508278940261,0.15548602208884,0.657291086231192
17842.txt,0.554177005270302,0.442998750333032,0.368466899807428,0.642736486933066,0.697798583980433,0.642736486933066,0.841287020845159,0,0.808736412723044,0.249491030323675,0.150233196155203,0.293839104511568,0.109643498355403,0.6191796223967
17843.txt,0.667164550940299,0.547339720716537,0.024243315307613,0.164126016552718,0.567946758447781,0.344222973851444,0.798640141339346,0.660958843750271,0.760692932989257,0.239729783303113,0.073161116296296,0.241224517883049,0.103094199969858,0.483919110125698
17844.txt,0.66189624324664,0.59350578580607,0.301004304516681,0.510416667278646,0.416151482739503,0.510416667278646,0.747457276770552,0,0.648039126201744,0.25538263594898,0.099867724867725,0.214531613623359,0.152486651603485,0.393020931231375
17845.txt,0.628731998622752,0.445609054249547,0.196420840655055,0.475446428912388,0.574084978260023,0.488035713784241,0.813811088446639,0.724641580593147,0.766150392428805,0.332858305055011,0.097801518342152,0.288260639358202,0.135507163854426,0.537352035750101
17846.txt,0.794871795332019,0.726171111448962,0.510827444239677,0.812500000734375,0.647209650828909,0.812500000734375,0.935037650709474,0.924504005227559,0.806074837128651,0.446809302271359,0.363621399294533,0.31618322871694,0,0.471074328895308
17847.txt,0.599284436307509,0.481152246695465,0.296819284810997,0.551906779424523,0.788398112658623,0.57700000010575,0.875164292727979,0.789998232177135,0.842775965179195,0.439146068957828,0.169285845890653,0.383106261619044,0.190671600839327,0.706189128044006
