filename,Positiv_GI,Negativ_GI,Affil_GI,Hostile_GI,Submit_GI,Pleasur_GI,Arousal_GI,Emot_GI,Virtue_GI,Vice_GI,Ovrst_GI,Undrst_GI,Academ_GI,Doctrin_GI,Exch_GI,Econ_GI,Legal_GI,Role_GI,Ritual_GI,Socrel_GI,Kin_2_GI,Male_GI,Female_GI,Nonadlt_GI,Place_GI,Social_GI,Region_GI,Object_GI,Tool_GI,Vehicle_GI,Bldgpt_GI,Comnobj_GI,Natobj_GI,Bodypt_GI,Comform_GI,Com_GI,Say_GI,Goal_GI,Try_GI,Means_GI,Persist_GI,Complet_GI,Fail_GI,Natrpro_GI,Begin_GI,Vary_GI,Increas_GI,Finish_GI,Stay_GI,Rise_GI,Exert_GI,Fetch_GI,Travel_GI,Know_GI,Causal_GI,Ought_GI,Perceiv_GI,Compare_GI,Eval_GI,Quality_GI,Quan_GI,Numb_GI,Ord_GI,Card_GI,Freq_GI,Time_2_GI,Time_GI,Space_GI,Pos_GI,Dim_GI,Self_GI,Our_GI,You_GI,Intrj_GI,Iav_GI,Dav_GI,Power_GI_neg_3,Exprsv_GI_neg_3,Coll_GI_neg_3,Food_GI_neg_3,Abs_GI_neg_3,Rel_GI_neg_3,Name_GI_neg_3,negative_adjectives_component,social_order_component,action_component,positive_adjectives_component,joy_component,fear_and_digust_component,positive_nouns_component,respect_component,trust_verbs_component,failure_component,well_being_component,certainty_component,positive_verbs_component,objects_component
17834.txt,0.444444444,0.643274852142197,0.107936506826304,0.566081873452939,0.337962964934414,0,0.119444443011111,0.122222220877778,0.533333332,0,0.311111112,0.22222222,0,0,0,0,0.273504270769231,0,0,0.493548387303746,0,0,0,0,0.385714282242857,0,0,0.164444442964444,0,0,0,0,0,0,0.103703702804938,0,0,0,0.088888888,0.197435894679389,0,0.11111111,0,0.271794870038659,0,0.075555554558222,0.8680555625,0.14999999865,0.511111104466667,0,0.191111108817778,0.122222220877778,0.151111109116444,0.139682538365533,0.327083330144271,0.286419749840329,0.155555554933333,0,0,0.107407406190123,0.580000000348,0.119753085421811,0,0.134722220555035,0,0.240000001008,0,0.241269839270748,0,0,0.188235292323875,0,0.196296294049794,0.244444441755556,0.433333332433333,0.666666668,0.087837840912162,0,0.664414420327703,0.166666672833333,0.56756757009009,0.175675675324324,0,0.17344494985756,0.29783930188117,0.4357681908159,0.098658371671254,0.008622096666134,0.423993047373958,0.936275240672039,0.192929333513271,0.229896941627446,0.168757909737559,0.033126977268074,0.365460407079395,0,0.108599478284024
17836.txt,0.340425532,0.431131017740319,0.206686927655232,0.40649496032133,0,0,0.114361703271277,0.117021277882979,0.29787234,0.10638298,0.170212764,0.10638298,0.276595747723404,0,0,0.228723406542553,0.392798695384615,0.051418440264776,0.255319153021277,0.210020587926783,0,0,0,0,0.369300916655015,0,0,0.157446810557447,0.12500000146875,0.165484636291043,0,0,0,0.178916831382539,0.248226948997636,0.049645390732861,0,0,0.085106384,0.09451718570249,0,0,0.180851067265957,0.390343704919678,0.153191492180426,0,0,0,0.244680853265957,0,0.182978725234043,0,0.217021278505532,0.133738603504994,0,0,0,0.21808510812766,0.089361703235745,0.308510641588652,0.431914893259149,0.458628837097715,0,0.515957439649601,0.129179333133956,0.45957446603234,0.614361702325133,0.288753797923578,0,0,0.49561952635088,0,0,0.234042555765957,0.478723404478723,0.425531916,0.083333334416667,0,0,0,0.598290598131054,0.083333334416667,0,0.207381363695224,0.144634145210701,0.309287769249884,0.086279300577468,0.001485812142461,0.166967355084948,0.915368970790568,0.046646279065517,0.152005431144594,0.279894685018243,0.007633383255561,0.159122888771529,0,0.20474645810385
17837.txt,0.104575164,0.416236670395416,0.444444444444444,0.33298933882371,0.198801745152596,0,0.070261440859477,0.143790844856209,0.05228758,0.26143791,0.392156864,0.130718955,0.254901958745098,0.120261443392418,0,0.070261440859477,0.080442436923077,0.18954248208061,0.392156869568627,0.516129030506764,0,0,0.090196075644314,0.23093680997313,0.075630255504202,0,0,0.338562091938562,0.153594766211601,0,0,0,0,0.219845508516988,0.244008716325345,0.152505448870007,0.174688051300113,0.176470596176471,0.313725488,0.174208142886791,0.058823532058824,0.13071895,0.222222216555555,0.55957767936466,0,0.133333331973333,0.1021241875,0.352941178852941,0.15032679204902,0,0,0.287581700712418,0.311111110204444,0.082166197189809,0.128267969719567,0.168482201997579,0.183006531098039,0,0.054901963221961,0.063180830582426,0.265359477359216,0.211328974907771,0.136321202506069,0.15849672649857,0.079365083027211,0.39999999928,0.107843133938725,0.212885152936375,0.114379090285948,0.12745098670098,0.470588235044983,0,0.03848947149996,0.143790844856209,0.666666666666667,0.732026144,0.424836600075163,0,0.064270155494009,0.403050114736383,0.091503267455338,0.127450979372549,0,0.243772692111263,0.179608329531993,0.496897764143305,0.0846196459158,0.092226933054506,0.211407812038526,0.458977752303203,0.02395457047105,0.064257114442867,0.067888573661392,0.143825871106875,0.22579753066304,0.982916679813854,0.348774859509887
17838.txt,0.239631336,0.560271648589045,0.402896643599172,0.645646372544494,0.308371733665195,0.124423965124424,0.29723502690553,0.152073734847926,0.184331796,0.0921659,0.331797236,0.184331795,0,0,0,0.049539171150922,0.283587384615385,0.200460827399386,0.110599080442396,0.4321391425038,0.152073734847926,0.032916392857143,0.031797235550876,0.162826422139273,0,0,0,0.272811056872811,0.270737331182316,0,0,0.119815669880184,0.059907834940092,0,0.322580645763441,0.193548385591398,0.123167157227939,0.373271895373272,0.294930872,0.409429276031876,0.165898620165899,0.2764977,0.078341015548387,0.056362992891746,0.066359448424701,0.156682029498617,0.2880184375,0.31105991281106,0.211981569364055,0.069124424654378,0.039631336920737,0.253456224746544,0.376036863996682,0.260697825291827,0.226094473494024,0.237583208572111,0.387096782322581,0.18894009424424,0.193548390077419,0.133640554821813,0.347465437408479,0.049667179527223,0.096115868104016,0,0.055957867977053,0.34838709812129,0.076036867633065,0.500329166857707,0.080645162701613,0,0.097587423575335,0.304147468023041,0.189964160281163,0.101382489898618,0.649769586649769,0.700460828,0.317073171682927,0.136585364863415,0.143902436026423,0,0.136585367515447,0.126829267373171,0,0.149494026438343,0.120378883917872,0.458843223341964,0.40034734019323,0.300591727042958,0.154485548256422,0.458008211650591,0.250352697205159,0.205871590021861,0.027629847304047,0.079687642620272,0.220665441267147,0.328654031364643,0.255471297454837
17839.txt,0.34437086,0.345067967349893,0.321665091908096,0.16869989441731,0.362582780631071,0,0.213576162072848,0.218543049781457,0.291390728,0.13245033,0.317880796,0.066225165,0,0.121854312994967,0,0.071192057607616,0.163015790769231,0.384105961321192,0.317880793271523,0.228797266160463,0.145695362854305,0,0.091390727846225,0.116997799475349,0.076631982505204,0.076631982505204,0,0.049006625849007,0.077814574730546,0,0,0,0,0.222757374903125,0.03090507937454,0.03090507937454,0,0,0.264900664,0,0.298013247298013,0.06622517,0,0.161996942650143,0.190728476420662,0.180132448223576,0,0,0.304635758086093,0,0.056953646086093,0.072847686927152,0.270198672335364,0.166508986380862,0.129966886344992,0.085356885663969,0,0.271523175413907,0.445033108978013,0.320088301906549,0.42251655585351,0.285504045142507,0.138126784524125,0.240894043177877,0,0.381456953694834,0.327814567323675,0.287606431350182,0.115894047789735,0,0,0,0.58498895959946,0.145695362854305,0.417218544417219,0.397350992,0.129139074870861,0,0,0,0.247240616329654,0.258278143241722,0,0.199076331635656,0.279713117563036,0.380546605908164,0.564823134907884,0.329027970406202,0.104879800412086,0.458977752303203,0.016240039779722,0.28589309419758,0,0.291639118195363,0.25835131283307,0,0.015836535498721
17840.txt,0.25,0.292919798484863,0.318027208480564,0.246397242504246,0.343998014838004,0.120535708620536,0.127976191244048,0.196428572803571,0.047619048,0.05952381,0.226190476,0.19345238,0,0.054761896087619,0.0595238,0.191964286866071,0.109890104615385,0.129464284160714,0.035714280142857,0.499423962402984,0.196428572803571,0.106292514285714,0.657142856551429,0.105158730228836,0.172193873315051,0.103316321674745,0.096726174274554,0.242261903242262,0.13988095346503,0,0.144345240657366,0.03869046996131,0.154761905845238,0.100108226682654,0.34722222312963,0.222222224296296,0.039772720894628,0.080357130080357,0.166666664,0.18509615015135,0.1874999971875,0.14880952,0.202380955416667,0.072802198642223,0.042857136274286,0.222619045287619,0,0.040178565040179,0.376488091370536,0.133928564330357,0.102380952995238,0.098214280901786,0.303571426628571,0.26190476414966,0.116815477154204,0,0.37499999825,0.183035704767857,0.02499999601,0.201388885398148,0.397023810038214,0.064153439773589,0,0.07217261945359,0.252976186970663,0.428571428057143,0.270089284222656,0.32312925483965,0,0.058035705319196,0.063025208500247,0,0.052579362479608,0.065476190934524,0.482142858482143,0.607142856,0.358766232141234,0.045454541954546,0.159632032732413,0,0.181818182242424,0.126623373373377,0.15454544178,0.290921408836661,0.221417300320344,0.383242045251186,0.124911687199271,0.136316986866817,0.188051860393101,0.457795521739752,0.047712464915845,0.167239064759748,0.139388487589226,0.088138960690014,0.202392085506525,0.19728015569585,0.168840435891746
17841.txt,0.352941176,0.340557272620173,0.314285712481633,0.486996903730992,0.357843133974673,0.079411765579412,0.316176473117647,0.064705882935294,0.188235296,0.17647059,0.423529412,0.205882355,0,0,0,0.126470589247059,0.289592763076923,0.170588236772549,0,0.52258064567076,0,0.546218485714286,0,0,0.272268910557983,0.136134455278992,0.191176471066176,0.217647061217647,0.069117647732721,0.18300653859114,0,0,0,0.29679144911157,0.192156864922876,0.164705884219608,0,0,0.23529412,0.470361984905874,0.370588239370588,0.11764706,0.3000000051,0,0,0.080000000544,0,0.079411765579412,0.338235296485294,0,0,0.129411765870588,0.320000002176,0.628571428930612,0.11544117765386,0.151633988242266,0.164705884988235,0,0.197647060879059,0.398039219135948,0.272941179363765,0.063398693550109,0,0.071323529955607,0.142857144591837,0.317647058145882,0.048529412334927,0.255462187866507,0,0,0.224221451399634,0.097058823869118,0,0.323529414676471,0.6000000006,0.51764706,0.441358027058642,0.04320987995679,0.182098770621914,0,0.172839506230453,0.240740740259259,0.14691359103037,0.062904137207028,0.304311226197589,0.388637565900035,0.322015122877634,0.311655846984653,0.037009938586127,0.914025988975414,0.19873425151148,0.123302195504918,0.302962934737725,0.008441623632421,0.286997857076949,0.492553153437738,0.177909581026655
17842.txt,0.476190476,0.13784461241393,0.269841271922902,0.151629074269819,0.096560847124118,0.428571432428571,0.085317460829365,0,0.126984128,0,0.222222224,0.1984127,0,0.146031747433651,0.31746032,0.34126984331746,0,0.115079365846561,0.571428578285714,0.235023043453397,0,0,0,0,0.183673471040816,0,0,0.05873015925873,0.093253968976687,0,0,0,0,0,0.074074074765432,0.037037037382716,0,0,0.126984128,0.211538462392751,0.071428572071429,0.31746032,0.269841273888889,0.097069598189631,0.114285715931429,0.161904762681905,0,0.107142858107143,0.091269841726191,0.357142858214286,0.34126984331746,0,0.215873016909206,0.049886621742792,0.311507939077877,0,0.111111112666667,0.162698413349206,0.133333334453333,0.076719577231041,0.552380951331428,0.598765437886831,0.165532882798186,0.57738095562872,0.192743766127308,0.342857141725714,0.261904764458333,0.301587304517007,0.138888890347222,0,0.436974789382106,0,0,0.261904763738095,0.285714285285714,0.285714284,0.165254238334746,0.415254237584746,0.166666671583333,0,0.197740111596987,0.055084743944915,0,0.003299417476868,0.06192886483341,0.259974660703637,0.390993711590493,0.15819890029159,0.026806679641668,0.458977752303203,0.135373925692574,0.054722152973473,0.354534603413049,0.005694746162142,0.225336246180753,0.48620662201264,0.019730459748204
17843.txt,0.51396648,0.226403997010941,0.284916201632881,0.302411059379649,0.135940411122129,0.188547480188548,0.270251398209497,0.24581005875419,0.301675976,0.05586592,0.402234636,0.209497205,0.108938543891061,0.256983232411173,0,0.060055863879888,0.378169316923077,0.027001861297331,0.033519552134078,0.303297891804609,0,0.019952114285714,0.077094969723352,0,0.03232242517518,0,0,0.454748604054749,0.229748607692563,0,0.13547485732088,0.108938543891061,0.036312847963687,0.093956320726026,0.286778399049038,0.234636873646182,0.074657183972852,0.075418992075419,0.156424584,0.198538893021173,0.050279328050279,0.27932961,0.094972064664805,0.102492476670358,0,0.075977650956872,0.0872905,0,0.128491615614525,0.083798879581006,0.048044691103911,0.215083802784916,0.189944134192179,0.175578612100331,0.246682962874171,0.25201738499731,0,0.229050271083799,0.093854745637542,0,0.469832404881899,0.120422094422926,0.058260174296888,0.101606141758685,0.271348767010033,0.452513966037989,0.39175978118558,0.151636074259948,0.097765360244413,0.217877089198324,0.567860662855464,0,0.082247048770088,0.24581005875419,0.494413407494413,0.402234636,0.157575755842424,0.021212120978788,0.05959595914899,0,0.509090909345455,0.039393938960606,0.072121210924,0.001633624476238,0.151213441929135,0.311274176043192,0.350029632665751,0.30302718804429,0.036897867479603,0.929080509889909,0.110140526404617,0.387667292843072,0.026709233837357,0.067485548093825,0.25037433760095,0.982527060479124,0.375344587850314
17844.txt,0.5,0.263157891689751,0.110389611682746,0.434210526231994,0.345643939751105,0.153409086153409,0.244318184261364,0.374999998625,0.5,0.34090909,0.136363636,0.28409091,0,0,0.22727272,0.244318184261364,0,0.38446969865404,0,0.11217008936962,0,0,0,0,0.131493502417208,0,0,0,0,0,0,0,0,0,0.05303030140404,0.05303030140404,0,0.306818172306818,0.090909088,0.100961534830806,0,0.34090909,0,0,0,0.077272724552727,0.355113640625,0,0,0.170454539147727,0.097727269404546,0.124999995875,0.154545455905455,0.142857144653061,0,0.146464641582492,0,0,0.859090907143636,0.109848481186869,0.263636361158182,0,0,0,0.551948047611317,0.245454544603636,0.468750002320313,0.061688309820037,0,0,0.336898397805599,0,0.133838385251122,0,0.340909092340909,0.31818182,0.232142858767857,0,0.234126986585317,0,0.555555556074074,0.154761905845238,0.28333333373,0.162562107131765,0.244814094429283,0.195414595780985,0.655624950932534,0.319909998565015,0.145905162997051,0.920110455751055,0,0.200750479052714,0,0.065230728068704,0.251021721342892,0.98493970471947,0.01129750068117
